AR_ID,NID_ID,Dam_Name,Year_Removed,Latitude,Longitude,City_County,River,HUC8,State,Dam_Height_ft,Dam_Length_ft,Year_Built,Owner,Original Use,Type_Material,Miles_Restored_US,Miles_Restored_DS,River_Miles_Reported,Last_Updated,,,,,,,,,,
OR-030,,Valsetz Dam ,2012,44.8511,-123.668,"Valsetz-Fall City, Polk County",South Fork Siletz River,Siletz-Yaquina,OR,10,50,1916,Valsetz Lake Log Pond,,Wood Crib,,,17,11/10/2017,,,,,,,,,,
OR-031,,Sisters Dam Removal,2012,44.2857,-121.548,"Sisters, Jefferson County",Wychus Creek,Upper Deschutes,OR,,,,Irrigation District,Irrigation Dam,Wood & Stanchions,,,19,11/10/2017,,,,,,,,,,
OR-032,,Confluence Dam Removal,2012,,,"Prineville, Crook Co.",Allen Creek,,OR,3,20,,Cheryl Parga,Irrigation Diversion,Concrete,,,~10,11/10/2017,,,,,,,,,,
OR-033,,Ward Dam Removal,2012,,,"Prineville, Crook Co.",Mckay Creek,,OR,3 (Upstream water surface to downstream water surface differential),20,,Cheryl Parga,Irrigation Diversion,Concrete,,,13,11/10/2017,,,,,,,,,,
OR-034,,Taylor Dam ,2012,45.65192,-118.879,"Pendleton/Reith, Umatilla County",Birch Creek,Umatilla,OR,8,50,,Greg Taylor,Irrigation Diversion,concrete,,,50,11/10/2017,,,,,,,,,,
OR-035,,Low Dam Removal,2012,45.2581,-118.534,"Pilot Rock, Umatilla County",Birch Creek,Upper Grande Ronde,OR,3,25,,Wayne Low,Irrigation Diversion,Concrete,,,30,11/10/2017,,,,,,,,,,
OR-036,,Shear Dam,2011,44.40985,-123.045,Shedd ,,Upper Willamette,OR,,,,Oregon Parks and Recreation Dept ,,,,,70,11/10/2017,,,,,,,,,,
OR-037,,Corral Creek Dam,2013,45.17544,-122.506,Sherwood,Corral Creek,Molalla-Pudding,OR,4,35,1945,,Irrigation diversion,Concrete,,,3,11/10/2017,,,,,,,,,,
OR-038,,Cox Creek Dam ,2013,44.64355,-123.072,Albany,Cox Creek,Upper Willamette,OR,6,120,1932,Nebergall Meat Packing Plant,,Concrete,,,< 1 mile,11/10/2017,,,,,,,,,,
OR-039,,Hamby Dam ,2013,45.4691,-118.858,Pilot Rock,Birch Creek,Umatilla,OR,,,,,Irrigation diversion,Concrete,,,35 (additional 34+ historical miles above other barriers),11/10/2017,,,,,,,,,,
OR-040,,Sandy River Delta Dam ,2013,45.55352,-122.378,Troutdale,Sandy River,Lower Columbia-Sandy,OR,8,750,1930,Oregon State Game Commission (now Oregon Department of Fish and Wildlife),Originally intended to improve fish habitat,"Timber piles, with boulders and gravel ",,,>1,11/10/2017,,,,,,,,,,
OR-041,,Stearns Dam,2013,44.20394,-120.875,Prineville,Crooked River,Lower Crooked,OR,6,150,1934,,Irrigation diversion,Concrete,,,12,11/10/2017,,,,,,,,,,
OR-042,,Tokay Canal Dam ,2013,42.4431,-123.286,Grants Pass,Jones Creek,Middle Rogue,OR,8,32,,,Irrigation diversion/canal,Concrete,,,2.6,11/10/2017,,,,,,,,,,
OR-043,,Wright Dam,2013,45.5758,-121.237,The Dalles,Mill Creek,Middle Columbia-Hood,OR,4,65,,,Irrigation diversion,Concrete,,,~14 (additional 20 + miles historical habitat above other barriers),11/10/2017,,,,,,,,,,
OR-044,,Zell Dam,2013,45.90259,-118.358,Milton-Freewater,Walla Walla,Walla Walla,OR,3,60,,,Irrigation diversion,Rock push-up,,,49,11/10/2017,,,,,,,,,,
OR-045,,Hoeft Dam,2014,45.50523,-118.82,Pilot Rock,Birch Creek,Umatilla,OR,5,,,,Irrigation,Concrete,,,66,11/10/2017,,,,,,,,,,
OR-046,,Pine Meadow Ranch Dam ,2014,44.26825,-121.558,Sisters ,Whychus Creek,Upper Deschutes,OR,6,,Late 1980s (replaced earthen structures from 1800s),Pine Meadow Ranch,Irrigation,Concrete,,,18,11/10/2017,,,,,,,,,,
OR-047,OR02213,Little Sandy River Dam,2008,45.41476,-122.178,Clackamas County,Little Sandy River,Lower Columbia-Sandy,OR,16,,,Portland General Electric,Hydropower,,,,,11/10/2017,,,,,,,,,,
OR-048,,Hogan Cedars Dam,2001,45.477467,-122.410543,Gresham,Johnson Creek,Lower Willamette,OR,4,,,,,,,,,11/10/2017,,,,,,,,,,
OR-049,,Canyon Creek Meadows Dam,2015,44.2368,-118.7719,John Day/Grant County,Canyon Creek,Upper John Day,OR,53,165,1963,OR Dept of Fish and Wildlife,Recreation,Earthen,,,<1,11/10/2017,,,,,,,,,,
OR-050,,Fielder Dam,2015,42.4756,-123.1825,City of Rogue River/Jackson County,Evans Creek,Middle Rogue,OR,20,215,1934,Private,Irrigation,Concrete,,,70,11/10/2017,,,,,,,,,,
OR-051,,Wimer Dam,2015,42.5453,-123.1316,City of Rogue River/Jackson County,Evans Creek,Middle Rogue,OR,20,65,1930,Private,Irrigation,Concrete,,,70,11/10/2017,,,,,,,,,,
OR-052,,Odell Dam,2016,45.650955,-121.542716,Hood River County,Hood River,Lower Columbia-Sandy,OR,12,30,1983,,Microhydro electricity generating facility,Concrete,,,2,11/10/2017,,,,,,,,,,
OR-053,,Million Irrigation Ditch Dam,2012,42.199398,-122.714438,Ashland,Ashland Creek,,OR,,,,,Irrigation,,,,,11/10/2017,,,,,,,,,,
OR-054,,Dillon Diversion Dam ,2017,45.758197,-119.215925,Pendleton,Umatilla River,Umatilla,OR,16,200,1915,Dillon Irrigation Company,,,,,,2/8/2018,,,,,,,,,,
OR-055,,Beeson-Robinson Diversion Dam,2017,42.227532,-122.793312,Talent,Wagner Creek,Middle Rogue,OR,5.5,,,Bigelow Family Trust,Irrigation,Concrete with wood baffles,,,,2/12/2018,,,,,,,,,,
OR-056,,C-2 Meyers 1,2018,42.451,-122.628,Eagle Point,Salt Creek (Little Butte Creek),Chetco ,OR,3,9,,,Irrigation/Water diversion,"Push-up dam (rocks, tarps)",,,0.2,2/5/2019,,,,,,,,,,
OR-057,,C-2 Meyers 2,2018,42.545,-122.626,Eagle Point,Salt Creek (Little Butte Creek),Illinois ,OR,2.5,6,,,Irrigation/Water diversion,"Push-up dam (rocks, tarps)",,,0.4,2/5/2019,,,,,,,,,,
OR-058,,Forest Creek Dam,2018,42.242488,-123.035972,Ruch OR RM 2,Forest Creek,Klamath ,OR,8,20,1950s,,Water diversion for mill ponds and a bridge,Concrete,,,,2/5/2019,,,,,,,,,,
OR-059,,Hartman Ditch Dam,2018,42.301181,-123.131967, Applegate,Humbug Creek,Klamath ,OR,,,,,Irrigation,,,,0.4,2/5/2019,,,,,,,,,,
OR-060,,Jamison Dam,2018,42.18918,-123.211249, Applegate,Jamison Creek,Klamath ,OR,,,,,Irrigation,,,,1.3,2/5/2019,,,,,,,,,,
OR-061,,Smith-Meyer-Roper Dam,2019,42.203985,-122.711699,Ashland/Jackson,Ashland Creek,Middle Rogue,OR,2.5,30,1948,City of Ashland,Irrigation diversion,Concrete,2,,,2/6/2020,,,,,,,,,,
OR-028,,Farmers Ditch Irrigation Dam,2012,42.18402,-123.018,"Medford, Jackson County",Little Applegate River,Applegate,OR ,9 (including foundation),70,1920s,,Irrigation diversion,Concrete,,,20,11/10/2017,,,,,,,,,,
PA-001,,Diverting Dam,,41.24214,-75.971385,Plymouth,Coal Creek,Upper Susquehanna-Lackawanna,PA,8,55,,,,,,,,11/10/2017,,,,,,,,,,
PA-002,,Amish Dam,,,,,Muddy Creek,,PA,3,40,,,,,,,,11/10/2017,,,,,,,,,,
PA-003,,Crystal Springs Dam,,39.9318,-75.9145,Parkesburg,Birch Run,Brandywine-Christina,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-004,,Lower Friendship Dam,1982,,,,,,PA,30,,,,,,,,,11/10/2017,,,,,,,,,,
PA-005,,Upper Friendship Dam,1982,,,,,,PA,12,,,,,,,,,11/10/2017,,,,,,,,,,
PA-006,,Lemon House Pond Dam,1984,,,,,,PA,15,,,,,,,,,11/10/2017,,,,,,,,,,
PA-007,,No Name Dam at Peace Light Inn,1991,,,,,,PA,7,,,,,,,,,11/10/2017,,,,,,,,,,
PA-008,,Van Horn Dam #1,1991,,,Upper and Lower Makefield Townships,,,PA,8,,,,,,,,,11/10/2017,,,,,,,,,,
PA-009,,Van Horn Dam #5,1991,,,Upper and Lower Makefield Townships,,,PA,12,,,,,,,,,11/10/2017,,,,,,,,,,
PA-010,,Mussers Dam,1992,40.767150,-76.872600,,Middle Creek,Lower Susquehanna-Penns,PA,31,384,,,,,,,,11/10/2017,,,,,,,,,,
PA-011,,Butterfield Pond Dam,1992,,,,,,PA,13,,,,,,,,,11/10/2017,,,,,,,,,,
PA-012,,Coal Creek Dam #2,1995,41.24205,-75.9713,Plymouth,Coal Creek,Upper Susquehanna-Lackawanna,PA,23,116,,,,,,,,11/10/2017,,,,,,,,,,
PA-013,,Coal Creek Dam #3,1995,41.24418,-75.9737,Plymouth,Coal Creek,Upper Susquehanna-Lackawanna,PA,24,,,,,,,,,11/10/2017,,,,,,,,,,
PA-014,,Coal Creek Dam #4,1995,41.25113,-75.9745,Plymouth,Coal Creek,Upper Susquehanna-Lackawanna,PA,14,356,,,,,,,,11/10/2017,,,,,,,,,,
PA-015,PA01053,Maple Hollow Reservoir Dam (Ducansville Reservoir),1995,40.439870,-78.486800,Duncansville,Gillians Run,Upper Juniata,PA,22,192,,,,,,,,11/10/2017,,,,,,,,,,
PA-016,,Niederriter Farm Pond Dam,1995,,,,Mill Creek,,PA,21,350,,,,,,,,11/10/2017,,,,,,,,,,
PA-017,,Williamsburg Station Dam,1996,40.47158,-78.2082,Williamsburg,Frankstown Branch Juniata River,Upper Juniata,PA,13,260,,,,,,,,11/10/2017,,,,,,,,,,
PA-018,,Red Run Dam,1996,,,,Red Run,,PA,7,40,,,,,,,,11/10/2017,,,,,,,,,,
PA-019,PA00040,Pomeroy Memorial Dam,1996,41.786680,-76.821400,Troy  ,West Branch Sugar Creek,Upper Susquehanna-Tunkhannock,PA,24,442,,,,,,,,11/10/2017,,,,,,,,,,
PA-020,,Yorkane Dam,1997,,,,Codorus River (tributary),,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-021,,Snavely's Mill Dam,1997,40.13197,-76.4054,Manheim,Chiques Creek,Lower Susquehanna,PA,3,106,,,,,,,,11/10/2017,,,,,,,,,,
PA-022,,Maple Grove Dam,1997,,,,Little Conestoga River,,PA,6,60,,,,,,,,11/10/2017,,,,,,,,,,
PA-023,,Yorktowne Paper Dam,1997,39.982558,-76.722213,York,Mill Creek,Lower Susquehanna,PA,5,60,,,,,,,,11/10/2017,,,,,,,,,,
PA-024,,Castle Fin Dam,1997,39.76665,-76.3266,,Muddy Creek,Lower Susquehanna,PA,5,383,,,,,,,,11/10/2017,,,,,,,,,,
PA-025,,Clear Shade Creek Reservoir Dam,1998,40.149650,-78.782400,Shade Township,Clear Shade Creek,Conemaugh,PA,14,190,,,,,,,,11/10/2017,,,,,,,,,,
PA-026,,American Paper Products Dam,1998,40.079130,-76.259600,Landcaster,Conestoga River,Lower Susquehanna,PA,4,130,,,,,,,,11/10/2017,,,,,,,,,,
PA-027,,Rose Hill Intake Dam,1998,40.515920,-78.360600,Altoona,Kettle Creek,Upper Juniata,PA,12,150,,,,,,,,11/10/2017,,,,,,,,,,
PA-028,,Unnamed Dam,1998,40.643430,-77.578700,Mifflin County,Kishacoquillas Creek,Crosswicks-Neshaminy,PA,9,175,,,,,,,,11/10/2017,,,,,,,,,,
PA-029,,Unnamed Dam,1998,,,,Laural Run,Crosswicks-Neshaminy,PA,5,50,,,,,,,,11/10/2017,,,,,,,,,,
PA-030,,Mill Port Conservancy Dam,1998,40.137560,-76.258300,Leola,Lititz Run,Lower Susquehanna,PA,10,10,,,,,,,,11/10/2017,,,,,,,,,,
PA-031,,Unnamed Dam,1998,,,,Lititz Run,Crosswicks-Neshaminy,PA,4,10,,,,,,,,11/10/2017,,,,,,,,,,
PA-032,,East Petersburg Authority Dam,1998,,,,Little Conestoga River,,PA,4,20,,,,,,,,11/10/2017,,,,,,,,,,
PA-033,,Cabin Hill Dam,1998,40.939750,-77.788300,Milesburg,Spring Creek,Bald Eagle,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-034,,Unnamed Dam,1998,,,,Tinicum Creek Tributary,Crosswicks-Neshaminy,PA,6,40,,,,,,,,11/10/2017,,,,,,,,,,
PA-035,,Rock Hill Dam,1999,39.96293,-76.3653,Millersville,Conestoga River,Lower Susquehanna,PA,13,300,,,,,,,,11/10/2017,,,,,,,,,,
PA-036,,Unnamed Dam,2000,41.43306,-78.7363,Ridgway,Clarion River,Crosswicks-Neshaminy,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-037,,Martins Dam,2000,40.19408,-76.1642,Ephrata,Cocalico Creek,Lower Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-038,,Muren's (Seitzville Mill) Dam,2000,39.82928,-76.7619,Seven Valleys,South Branch Codorus Creek,Lower Susquehanna,PA,12,100,,,,,,,,11/10/2017,,,,,,,,,,
PA-039,,Henry Eby Dam,2000,40.1533,-76.1275,Ephrata,Conestoga River,Lower Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-040,,Hinkletown Mill Dam,2000,40.15313,-76.1282,Ephrata,Conestoga River,Lower Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-041,,Findley Run Dam,2000,40.4211,-78.9723,East Wheatfield,Findley Run,Conemaugh,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-042,,Wild Lands Conservancy Dam,2000,40.54164,-75.5113,Emmaus,Little Lehigh Creek,Lehigh,PA,5,75,,,,,,,,11/10/2017,,,,,,,,,,
PA-043,,Unnamed Dam,2000,40.24628,-75.6565,Pottstown,Manatawny Creek,Crosswicks-Neshaminy,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-044,,Franklin Mill Dam,2000,40.7843,-77.046,Middleburg,Middle Creek,Lower Susquehanna-Penns,PA,,,,,,,,,40,11/10/2017,,,,,,,,,,
PA-045,,Amish Dam #1,2000,40.16125,-76.1083,Ephrata,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-046,,Amish Dam #2,2000,40.16475,-76.11,Ephrata,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-047,,Amish Dam #3,2000,40.17235,-76.1047,Ephrata,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-048,,Amish Dam #4,2000,40.17445,-76.0794,New Holland,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-049,,Welfare Dam,2000,41.33534,-77.7289,Renovo,Paddy Run,Middle West Branch Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-050,,Barnitz Mill Dam,2000,40.12338,-77.2213,Carlisle,Yellow Breeches Creek,Lower Susquehanna-Swatara,PA,,,,Dickenson Township,,,,,,11/10/2017,,,,,,,,,,
PA-051,,Cedar Ck Dam #1,2001,40.57731,-75.5391,Allentown,Cedar Creek,Lehigh,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-052,,Dorney Park Dam,2001,40.57907,-75.5355,Allentown,Cedar Creek,Lehigh,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-053,,Good Hope Mill Dam,2001,40.26249,-76.9788,Hampden,Conodoguinet Creek,Lower Susquehanna-Swatara,PA,8,,,,,,,,22.2,11/10/2017,,,,,,,,,,
PA-054,,Rexmont Dam #1,2001,40.2793,-76.3578,Lebanon,Hammer Creek,Lower Susquehanna,PA,,,,City of Lebanon,,,,,,11/10/2017,,,,,,,,,,
PA-055,,Hammer Creek Dam,2001,40.24223,-76.3361,Lititz,Hammer Creek,Lower Susquehanna,PA,8,,,,,,,,,11/10/2017,,,,,,,,,,
PA-056,,Unnamed Dam #1,2001,40.01136,-76.0624,Kinzers,Houston Run,Lower Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-057,,Unnamed Dam #2,2001,40.01085,-76.0964,Paradise,Pequea Creek,Lower Susquehanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-058,,Laurel Run Reservoir Dam,2001,41.38269,-78.552,St Marys,Laurel Run,Clarion,PA,37,,,,,,,,,11/10/2017,,,,,,,,,,
PA-059,,Meisers Mill Dam,2001,40.64817,-76.359,Mt Pleasant Mills,West Branch Mahantango Creek,Lower Susquehanna-Swatara,PA,5,75,,,,,,,,11/10/2017,,,,,,,,,,
PA-060,,Amish Dam #5,2001,40.17521,-76.0767,New Holland,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-061,,Amish Dam #6,2001,40.17855,-76.0702,New Holland,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-062,,Amish Dam #7,2001,40.17935,-76.0688,Denver,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-063,,Amish Dam #8,2001,40.17809,-76.0503,Denver,Muddy Creek,Lower Susquehanna,PA,,,,Amish,Agriculture,,,,,11/10/2017,,,,,,,,,,
PA-064,,Intake Dam,2001,40.16675,-76.4065,Manheim,Rife Run,Upper Susquehanna-Lackawanna,PA,8,50,,,,,,,,11/10/2017,,,,,,,,,,
PA-065,,Deep Hollow Creek Dam,2002,41.25822,-75.7923,Pittston,Deep Hollow Creek,Upper Susquehanna-Lackawanna,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-067,,Rexmont Dam #2,2002,40.27716,-76.3584,South Lebanon,Tributary to Hammer Creek,Lower Susquehanna,PA,,,,City of Lebanon,,,,,,11/10/2017,,,,,,,,,,
PA-068,,Young's Dam,2002,40.14663,-76.278,Lititz,Lititz Run,Lower Susquehanna,PA,3,,,,,,,,,11/10/2017,,,,,,,,,,
PA-069,,Unnamed Dam,2003,40.75098,-77.2123,Beaver Springs,Beaver Creek,Crosswicks-Neshaminy,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-070,,Black Dam,2003,40.19409,-77.3719,Newville,Conodoguinet Creek,Lower Susquehanna-Swatara,PA,10,350,,Private,Mill power,,,,22,11/10/2017,,,,,,,,,,
PA-071,,Unnamed Dam,2003,40.1576,-75.4641,Collegeville,Doe Run,Crosswicks-Neshaminy,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-072,,Unnamed Dam,2003,40.0002,-76.11,New Holland,Eshleman Run,Crosswicks-Neshaminy,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-073,,Stony Point Dam (Furnace Creek Dam),2003,39.987904,-77.500713,Womelsdorf/Shippensburg,Furnace Creek,Lower Susquehanna-Swatara,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-074,,Daniel Esh Dam,2003,40.00989,-76.2772,Lancaster,Mill Creek,Lower Susquehanna,PA,2,,,Amish,Water for skating and to power a very small pump ,,,,,11/10/2017,,,,,,,,,,
PA-075,,Collegeville Dam,2003,40.19111,-75.4493,Collegeville,Perkiomen Creek,Schuylkill,PA,6,250,1708,Power for Collegeville Mill,,,,,,11/10/2017,,,,,,,,,,
PA-076,,Red Shale Dam,2003,41.48138,-75.2327,Hawley,Red Shale Brook,Lackawaxen,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-078,,Packerton Dam,2004,40.845,-75.7284,Lehighton,Beaver Run,Lehigh,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-079,,Detter's Mill Dam,2004,40.01407,-76.9263,Dover,Conewago Creek,Lower Susquehanna,PA,7,250,,,Mill dam,Rock indigenous to the area,,,7,11/10/2017,,,,,,,,,,
PA-080,,Durham Dam,2004,40.58037,-75.2,Riegelsville,Cooks Creek,Middle Delaware-Musconetcong,PA,10,,,,,,,,,11/10/2017,,,,,,,,,,
PA-081,,Cleversburg Water Supply Dam,2004,40.0101,-77.462,Shippensburg,Burd Run,Lower Susquehanna-Swatara,PA,4,,1902,PA Bureau of Forestry,Water supply,,,,,11/10/2017,,,,,,,,,,
PA-082,,Lower Poplar Run Reservoir Dam,2004,40.62415,-76.4,Pine Grove,Poplar Run,Lower Susquehanna-Swatara,PA,10-12,,,,Water supply,,,,,11/10/2017,,,,,,,,,,
PA-083,,Upper Poplar Run Reservoir Dam,2004,40.62282,-76.4028,Pine Grove,Poplar Run,Lower Susquehanna-Swatara,PA,10-12,,,,Water supply,Stone masonry,,,,11/10/2017,,,,,,,,,,
PA-084,,Irving Mill Dam,2004,39.8733,-75.3584,Chester,Ridley Creek,Lower Delaware,PA,12,100,,,,,,,2,11/10/2017,,,,,,,,,,
PA-085,,Reedsville Milling Company Dam,2004,40.6671,-77.5991,Burnham,Tea Creek,Lower Juniata,PA,14,47,1970,,Mill power,Timber crib reinforced with rock and concrete,,,,11/10/2017,,,,,,,,,,
PA-086,,Mt. Penn #3 Dam,2004,40.3435,-75.8868,Reading,Tributary to Antietam Creek,Schuylkill,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-087,,Calvert Hurdle Park Dam,2004,40.156170,-75.325900,Lansdale,Tributary to Stony Creek,Schuylkill,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-088,,Twining Valley Golf Course Dam,2004,40.139288,-75.159594,Dresher,Tributary to Sandy Run,Schuylkill,PA,15,,,,Irrigation and aesthetics to a golf course,,,,,11/10/2017,,,,,,,,,,
PA-089,,Charming Forge Dam,2004,40.38743,-76.1713,Robesonia,Tulpehocken Creek,Schuylkill,PA,7,131,1800s,,Power for a hammer mill forge,,,,,11/10/2017,,,,,,,,,,
PA-090,,Shiffer's Mill Dam,2004,40.54452,-76.8649,Elizabethville,Wiconisco Creek,Lower Susquehanna-Penns,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-091,,Upper Grove City Dam,2004,41.16712,-80.08,Grove City,Wolf Creek,Connoquenessing,PA,5.5,105,1885,,Mill power ,,,,,11/10/2017,,,,,,,,,,
PA-092,,Reading Museum Dam #1,2004,40.32832,-75.9521,West Reading,Wyomissing Creek,Schuylkill,PA,3,45,Early 1900s,,,,,,,11/10/2017,,,,,,,,,,
PA-093,,Mirror Lake Dam,2004,40.3277,-75.9499,West Reading,Wyomissing Creek,Schuylkill,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-095,,Ben's Creek Intake Dam,2005,40.3955,-78.614,Lilly,Ben's Creek,Conemaugh,PA,6,60,Early 1900s,,Originally constructed to provide a water source to the steam locomotives along the mainline of the Pennsylvania Rail Road in the Portage and Wilmore areas. ,,,,,11/10/2017,,,,,,,,,,
PA-096,,Birch Run Dam,2005,39.918333,-77.455,Fayetteville,Birch Run,Conococheague-Opequon,PA,60,,,City of Chambersburg,Water supply,Earthen,,,,11/10/2017,,,,,,,,,,
PA-097,,Sharrer's Mill Dam,2005,39.90635,-77.1008,New Oxford,Conewago Creek,Lower Susquehanna,PA,6.5,260,,,Flour mill,,,,,11/10/2017,,,,,,,,,,
PA-098,,Siloam Dam,2005,39.96133,-77.648,Chambersburg,Conococheague Creek,Conococheague-Opequon,PA,,,,City of Chambersburg ,,,,,,11/10/2017,,,,,,,,,,
PA-099,,Goldsboro Dam,2005,40.15272,-76.7548,Etters,Fishing Creek,Lower Susquehanna-Swatara,PA,4,,,,,Utility poles and corrugated metal,,,,11/10/2017,,,,,,,,,,
PA-100,,Kohut Pond Dam,2005,40.26713,-79.1289,Lingonier,Hess Run,Kiskiminetas,PA,12,,,Private,Water supply,Earthen,,,,11/10/2017,,,,,,,,,,
PA-101,,Spring Dam,2005,40.12208,-75.0719,Huntingdon Valley,Pennypack Creek,Lower Delaware,PA,,Early 1900s,,"Aqua Pennsylvania, Inc.",Water supply,,,,7.5,11/10/2017,,,,,,,,,,
PA-102,,Goodrich Dam,2005,40.11924,-75.4581,Phoenixville,Perkiomen Creek,Schuylkill,PA,12,,,,Manufacturing,Concrete and timber-crib ,,,,11/10/2017,,,,,,,,,,
PA-103,,Sharpless Dam,2005,39.87207,-75.3723,Wallingford,Ridley Creek,Lower Delaware,PA,12,,1855,Co-owned by the City of Chester and a private owner,Water supply,,,,3,11/10/2017,,,,,,,,,,
PA-104,,Lloydell Reservoir Dam,2005,40.30853,-78.6852,Sidman,South Fork Little Conemaugh River,Conemaugh,PA,5,70,1900-1910,Lloydell Water Co. (a predecessor to Highland Sewer and Water Authority),"Water reservoir to supply water, via pumping, to the coal- mining community of Dunlo",,,,,11/10/2017,,,,,,,,,,
PA-105,,Binky Lee Preserve Dam,2005,40.0971,-75.6043,Malvern,tributary to Pickering Creek,Schuylkill,PA,8,,,Natural Lands Trust,,Stone masonry,,,,11/10/2017,,,,,,,,,,
PA-106,,Unnamed Dam,2005,40.97948,-77.7581,Howard,Wallace Run,Crosswicks-Neshaminy,PA,4.5,,,,,,,,,11/10/2017,,,,,,,,,,
PA-107,,Main Street Dam,2005,41.15507,-80.0852,Grove City,Wolf Creek,Upper Scioto,PA,12,,,,,Cement,,,,11/10/2017,,,,,,,,,,
PA-108,,Hoffman Dam,2005,40.16592,-76.9085,Mechanicsburg,Yellow Breeches Creek,Lower Susquehanna-Swatara,PA,8,130,,,,,,,,11/10/2017,,,,,,,,,,
PA-109,,Old Furnace Dam,2006,40.23708,-77.8913,Orbisonia,Black Log Creek,Lower Juniata,PA,8,150,1918,,Likely hydropower,Concrete,,,,11/10/2017,,,,,,,,,,
PA-110,,Wolf Lake Dam,2006,39.94636,-77.6604,Chambersburg,Conococheague Creek,Conococheague-Opequon,PA,,,,,,,,,,11/10/2017,,,,,,,,,,
PA-111,,Palmerton Dam,2006,40.7919,-75.6356,Slatington,Lehigh River,Lehigh,PA,2.5,300,,,Industrial water supply,,,,,11/10/2017,,,,,,,,,,
PA-112,,Millmont Dam,2006,40.87946,-77.1342,Millmont,Penns Creek,Lower Susquehanna-Penns,PA,,,,,,,,,9,11/10/2017,,,,,,,,,,
PA-113,,Frankford Dam,2006,40.04481,-75.0204,Philadelphia,Pennypack Creek,Lower Delaware,PA,10-15,150,,City of Philadelphia,,,,,,11/10/2017,,,,,,,,,,
PA-114,,Rhawn Street Dam,2006,40.04759,-75.0331,Philadelphia,Pennypack Creek,Lower Delaware,PA,,,,Fairmount Park,,Stone blocks,,,,11/10/2017,,,,,,,,,,
PA-115,,James Ford's Dam,2006,40.01275,-76.1289,Gordonville,Pequea Creek,Lower Susquehanna,PA,5,300,,,Hydropower-- constructed diagonally across the creek to divert water into a headrace,Masonry and timber,,,2,11/10/2017,,,,,,,,,,
PA-116,,Lochner Dam,2006,40.45788,-75.083,Pipersville,Smithtown Creek,Middle Delaware-Musconetcong,PA,7,,,,Swimming hole,Stone  ,,,,11/10/2017,,,,,,,,,,
PA-117,,Ward Dam,2006,40.45956,-75.0796,Pipersville,Smithtown Creek,Middle Delaware-Musconetcong,PA,8,50,,,,,,,,11/10/2017,,,,,,,,,,
PA-118,,Hackenberg Dam,2006,40.55704,-77.6839,Lewistown,Strodes Run,Lower Juniata,PA,4,35,,,,,,,,11/10/2017,,,,,,,,,,
PA-119,,Iron Stone Mine Dam,2006,40.20613,-76.7145,Middletown,Swatara Creek,Lower Susquehanna-Swatara,PA,4,500,,Private,,,,,,11/10/2017,,,,,,,,,,
PA-120,,Shissler Dam,2006,40.121977,-76.816708,York Haven,Tributary to Bennett Run,Lower Susquehanna,PA,,,,Private,Originally built for recreation and aesthetic purposes,,,,1.1,11/10/2017,,,,,,,,,,
