STATE ID,DAM NAME,OTHER  NAME,NID,NO STRUCTURES,OTHER STRUCT ID,LONGITUDE,LATITUDE,COUNTY,CITY/TOWN,RIVER/STREAM,YR COMPLETED,PURPOSES,DRINKING WATER,DAM TYPE,LENGTH (FT),HT (FT) EST,HT (FT),STRUCT HT(FT),HYD HT(FT),SPILL W(FT),SPILL HT(FT),SPILL MAX D(FT),NORM STOR(AC-FT),MAX STOR(AC-FT),NORM SURF AREA(AC),DRN AREA(SQ MI),SW MAX (CFS),OUTMAX(CFS),FRESHET(CFS),HIST HAZARD,HIST SOURCE,HAZARD,HAZARD SOURCE,COMMENT,REGULATED,ACTIVE,PERMIT AUTHORITY,INSP AUTHORITY,ENFORCE AUTHORITY,SIZE,DS JURISDICTION,STATE REGULATORY AGENCY,FED REGULATORY AGENCY,YR MODIFIED,SPILL TYPE,OUTLET GATES,NEAREST CITY/TOWN,DIST TO CITY/TOWN,NON-FED ON FED PROP,NRCS
546,PORTSMOUTH ABBEY POND,,RI04265,,,-71.26986694,41.60804366,NEWPORT,PORTSMOUTH,BARKER BROOK,,O,,"EARTH,MASONRY",100,6,5.5,6,3,,3,,3,4,2,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,PORTSMOUTH,0,N,
547,MISQUAMICUT COUNTRY CLUB POND,,RI04376,,,-71.83400666,41.32546269,WASHINGTON,WESTERLY,UNNAMED,1967,I,,EARTH,720,,13,14,11,,,,8,10,1,0,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WESTERLY,0,N,
548,CRANBERRY BOG,,RI04349,,,-71.42102814,41.75107956,KENT,WARWICK,PROVIDENCE RIVER-TRIB,1972,P,,EARTH,300,4,7.5,8,4,14,3.5,1.9,21,45,12,0,100,,195,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WARWICK,0,N,
549,ASA POND,,RI04330,,,-71.51294704,41.45770265,WASHINGTON,SOUTH KINGSTOWN,ROCKY BROOK,,R,,"EARTH,CONCRETE",450,10,10,10,4,37,3,3,98,137,26,5,600,0,660,LOW,,HIGH,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SOUTH KINGSTOWN,0,N,
550,HAMILTON RESERVOIR,,RI04253,,,-71.44106291,41.55018617,WASHINGTON,NORTH KINGSTOWN,ANNAQUATUCKET RIVER,,FO,,"EARTH,CONCRETE",200,11,10,10,8,26,8,1.7,45,53,9,7,730,0,1700,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS; CRMC,,,,,NORTH KINGSTOWN,0,N,
551,POTOWOMUT POND,,RI02304,,,-71.4539871,41.63013842,WASHINGTON,NORTH KINGSTOWN,POTOWOMUT RIVER,1885,FR,,"EARTH,MASONRY,CONCRETE",294,8.5,10,10,8,64,8,2,54,68,17,23,680,50,672,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,0,N,
552,TAYLOR POND,,RI04254,,,-71.44693758,41.62926101,WASHINGTON,NORTH KINGSTOWN,SAND HILL BROOK,,O,,EARTH,200,4,4,4,3,34,3.3,0.8,4,5,2,3,120,130,280,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,NORTH KINGSTOWN,0,N,
553,BELLEVILLE POND,,RI02305,,,-71.47319035,41.55976103,WASHINGTON,NORTH KINGSTOWN,ANNAQUATUCKET RIVER,1800,R,,"ROCKFILL,MASONRY,EARTH",600,,8,8,7,15,7,2.8,403,461,108,8,328,104,660,SIGNIFICANT,,SIGNIFICANT,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,NORTH KINGSTOWN,2,N,
555,HAWKINS POND,,RI01310,,,-71.7948227,41.91821289,PROVIDENCE,GLOCESTER,MARY BROWN BROOK,1865,R,,"GRAVITY,EARTH",530,,6,24,12,43,4,1.5,63,125,9,4,240,0,568,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,1,N,
556,CLARKVILLE POND,,RI01309,,,-71.78951266,41.92179874,PROVIDENCE,GLOCESTER,MARY BROWN BROOK,1872,R,,"ROCKFILL,EARTH",400,,14,14,10,27.5,10,2.5,93,165,13,4,611,0,528,SIGNIFICANT,RIDEM-?,HIGH,ACOE 1981 & GZA UMAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,10,N,
557,FRENCHTOWN PARK POND #1,,RI04112,,,-71.50620275,41.62802506,KENT,EAST GREENWICH,FRENCHTOWN BROOK,1883,OR,,"EARTH,MASONRY",480,12,10,,,50,6.5,3.8,2,6,1,6,960,,1040,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
559,GORTON POND,,RI03502,,,-71.46073916,41.7006607,KENT,WARWICK,APPONAUG BROOK,1865,OR,,"GRAVITY,EARTH",100,11.5,7,9,7,30,7,3,168,216,62,2,300,160,265,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,WARWICK,0,N,
560,ASHAWAY SPORTSMAN'S CLUB MARSH,,RI04212,,,-71.79194639,41.49655151,WASHINGTON,HOPKINTON,GLADE BROOK-TRIB,1973,R,,EARTH,330,12,15,15,12,28,12,1.5,32,37,7,0,128,60,217,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
561,ARNOLD POND,,RI00605,,,-71.74973296,41.66816712,KENT,COVENTRY,ROARING BROOK,1940,O,,"GRAVITY,EARTH",400,,13,15,13,123,13,2.5,430,500,73,4,300,162,528,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,0,N,
562,WHITFORD,,RI04066,,,-71.72497562,41.66412737,KENT,COVENTRY,ROARING BROOK,,I,,EARTH,800,6,4,4,3,10,3,2,120,140,40,5,100,0,300,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
563,WATERMAN POND,,RI00606,,,-71.72988893,41.71139909,KENT,COVENTRY,WARWICK BROOK,1925,R,,"GRAVITY,EARTH",150,4.5,5,8,5,12,6,2,100,120,33,2,60,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
564,PORTER POND,,RI04152,,,-71.7295145,41.7341302,PROVIDENCE,FOSTER,MOOSUP RIVER-TRIB,,P,,EARTH,100,12,5,5,4,,3.5,,10,12,7,2,,,200,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,FOSTER,0,N,
565,ROSS POND,,RI04026,,,-71.71854395,41.96374895,PROVIDENCE,BURRILLVILLE,CLEAR RIVER-TRIB,,R,,"EARTH,CONCRETE",150,8,6,6,4,4,2,2,10,12,4,,40,0,,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,BURRILLVILLE,1,N,
566,BOWDISH RESERVOIR,BOWDISH RESERVOIR UPPER,RI01308,,,-71.77817016,41.92456791,PROVIDENCE,GLOCESTER,MARY BROWN BROOK,1850,R,,"GRAVITY,EARTH",240,,12.3,14,10,18,10,3.2,706,1026,126,3,327,5,811,HIGH,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,GLOCESTER,0,N,
567,BURLINGAME POND,,RI04068,,,-71.57119748,41.72701643,KENT,COVENTRY,BURLINGAME BROOK,,O,,EARTH,150,6,6,,,,,,15,,5,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SCITUATE,1,N,
569,DAVISVILLE MILL POND,,RI04255,,,-71.46437077,41.61558151,WASHINGTON,NORTH KINGSTOWN,SAND HILL BROOK,,O,,EARTH,200,6,5.5,6,1,30,1,,13,14,9,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,NORTH KINGSTOWN,0,N,
570,ECHO LAKE,,RI04283,,,-71.33409,41.73331,BRISTOL,BARRINGTON,MUSSACHUCK CREEK-TRIB,,OH,,ROCKFILL,100,6,1,5,3,12,3,0.5,55,60,20,,35,,60,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,BARRINGTON,0,N,
571,HALLVILLE POND,,RI04136,,,-71.57102199,41.56741714,WASHINGTON,EXETER,SODOM BROOK,,O,,EARTH,100,6,8,8,6,,6,,21,28,7,4,,,450,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,EXETER,0,N,
572,WILBUR POND,,RI00313,,,-71.76442717,41.93022156,PROVIDENCE,BURRILLVILLE,MARY BROWN BROOK,1854,R,,"GRAVITY,EARTH",150,,7,12,10,10,7,2.8,56,100,24,1,50,50,132,LOW,,HIGH,GZA 2004,HIGH HAZ APPEALED,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,1,N,
573,INDIAN RUN,,RI04391,,,-71.48743,41.44471,WASHINGTON,SOUTH KINGSTOWN,INDIAN RUN,,,,,0,10,10,0,,,6,4,0,0,0,0,0,,,NA,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,,Y,DS,,,,,,,N,
574,JAMESTOWN RESERVOIR,CARR'S POND,RI01501,,,-71.37449645,41.52965926,NEWPORT,JAMESTOWN,JAMESTOWN BROOK,1940,S,Y,"ROCKFILL,EARTH",916,8.5,9,10,7,21,7,2.8,117,195,26,1,85,0,170,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JAMESTOWN,0,N,
575,JAMESTOWN LOWER RESERVOIR,WATSON; SOUTH,RI04214,,,-71.38166812,41.51107408,NEWPORT,JAMESTOWN,JAMESTOWN BROOK,,S,Y,"EARTH,CONCRETE",400,9,12,12,7,8,8,4,18,24,6,2,225,25,250,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS; CRMC,,,,,JAMESTOWN,0,N,
576,KING TOM POND,,RI04034,,,-71.65370173,41.38224029,WASHINGTON,CHARLESTOWN,UNNAMED STREAM,,R,,EARTH,100,12,6,6,4,10,4,2,8,12,4,3,100,0,275,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,CHARLESTOWN,0,N,
578,PEACEDALE RESERVOIR,CALIFORNIA JIM'S POND,RI04327,,,-71.51258093,41.45155335,WASHINGTON,SOUTH KINGSTOWN,ROCKY BROOK,,R,,EARTH,310,13.5,6,6,3,32,3,3,42,63,14,2,40,15,200,LOW,,LOW,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
579,ROCKY BROOK RESERVOIR,,RI04384,,,-71.50694,41.4553,WASHINGTON,SOUTH KINGSTOWN,ROCKY BROOK,,O,,EARTH,300,6,8,8,6,,6,2,25,35,7,3,,,,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SOUTH KINGSTOWN,1,N,
580,SISSON POND,,RI02702,,,-71.27825929,41.55557634,NEWPORT,PORTSMOUTH,LAWTON VALLEY BROOK,1900,S,Y,"ROCKFILL,EARTH",1150,,14,14,12,30,12,1.5,432,550,90,0,355,15,155,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,PORTSMOUTH,0,N,
581,ST MARYS POND,,RI02703,,,-71.27327729,41.554451,NEWPORT,PORTSMOUTH,LAWTON VALLEY BROOK,1878,S,Y,"ROCKFILL,EARTH",2288,13,12,12,10,30,18,3,1040,1220,117,1,375,30,111,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,PORTSMOUTH,0,N,
582,NELSON POND,PARADISE POND,RI01901,,,-71.26276403,41.49134827,NEWPORT,MIDDLETOWN,PARADISE BROOK,1885,S,Y,"ROCKFILL,EARTH",1180,,17,17,15,50,15,1.5,180,308,33,1,220,0,82,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,MIDDLETOWN,0,N,
583,GARDINER POND,,RI01902,,,-71.25479894,41.48837662,NEWPORT,MIDDLETOWN,MAIDFORD BROOK,1885,S,Y,"ROCKFILL,EARTH",7700,,20,12,9,8,17,1.5,1230,1350,102,2,50,0,290,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,MEDIUM,Y,DS; CRMC,,,,,MIDDLETOWN,0,N,
584,EASTON POND NORTH,GREEN END POND,RI01903,,,-71.28888697,41.49385833,NEWPORT,MIDDLETOWN,BAILEY BROOK,1891,S,Y,"ROCKFILL,EARTH",2783,,14,14,13,100,13,2.5,574,700,110,4,792,0,500,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS; CRMC,,,,,MIDDLETOWN,0,N,
585,EASTON POND SOUTH,,RI02101,,,-71.28682711,41.49049376,NEWPORT,NEWPORT / MIDDLETOWN,BAILEY BROOK,1876,S,Y,"ROCKFILL,EARTH",9708,11,13,13,12,45,12,1.5,1225,1375,147,4,260,0,460,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,MEDIUM,Y,DS; CRMC,,,,,NEWPORT,0,N,
587,"WRIGHT, T. FARM POND",,RI04183,,,-71.66348271,41.91297151,PROVIDENCE,GLOCESTER,CHEPACHET RIVER-TRIB,1973,P,,EARTH,300,10,11,11,9,20,9,1.2,6,8,2,0,65,21,85,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,
588,SHERMAN FARM,,RI04392,,,-71.53424,41.45508,WASHINGTON,SOUTH KINGSTOWN,GENESEE BROOK,,,,,0,7.5,9,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
589,PAINE'S POND,,RI04113,,,-71.46421053,41.65592193,KENT,EAST GREENWICH,MASKERCHUGG RIVER,,R,,"EARTH,MASONRY",100,6,7,7,6,50,6,1,4,6,2,3,175,,215,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
590,WILLETT POND UPPER,,RI04118,,,-71.35504153,41.77801895,PROVIDENCE,EAST PROVIDENCE,WILLETT BROOK,,O,,EARTH,100,3,5,5,4,3,4,,6,7,3,1,,,198,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,EAST PROVIDENCE,0,N,
591,WILLETT POND LOWER,,RI04119,,,-71.35681918,41.77529145,PROVIDENCE,EAST PROVIDENCE,WILLETT BROOK,,,,,100,6,6.8,,,8,4,2,12,26,7,1,218,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST PROVIDENCE,0,N,
593,GREAT GRASS POND,BIG GRASS POND,RI04067,,,-71.72639468,41.66020965,KENT,COVENTRY,ROARING BROOK,1910,I,,EARTH,800,6,4,4,3,,,,70,100,50,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
594,DAVID KING FARM POND,,RI04184,,,-71.6494598,41.90028762,PROVIDENCE,GLOCESTER,SPRING GROVE BROOK,1974,PF,,EARTH,200,10,13,13,10,,10,1.3,15,22,3,0,77,14,81,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,
597,LEYDEN WILDLIFE POND,,RI04382,,,-71.7106323,41.64834594,KENT,WEST GREENWICH,ACID FACTORY BROOK-TRIB,1988,PF,,EARTH,450,12,13,13,10,18,10,2,5,9,2,0,167,5,87,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
599,CHESTER ST. POND,,RI04386,,,-71.51779179,41.98076627,PROVIDENCE,NORTH SMITHFIELD,UNNAMED STREAM,,R,,EARTH,200,2.5,4,5,4,6,4,1.5,4,5,2,,35,0,,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,NORTH SMITHFIELD,1,N,
600,MOWRY MEADOW,GRIST MILL POND,RI04394,,,-71.79459315,41.8970444,PROVIDENCE,GLOCESTER,CADY BROOK,,,,,,15.5,,,,,,,,,,,,,,NA,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,GLOCESTER,,N,
601,DURFEE HILL UPPER,,RI04395,,,-71.78480812,41.89913487,PROVIDENCE,GLOCESTER,CADY BROOK-TRIB,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,GLOCESTER,,N,
602,DURFEE HILL LOWER,,RI04396,,,-71.7854679,41.89864407,PROVIDENCE,GLOCESTER,CADY BROOK-TRIB,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,GLOCESTER,,N,
603,BARBERVILLE MILL LOWER,,RI04397,,,-71.68382558,41.55829058,WASHINGTON,EXETER,ROARING BROOK,,R,,EARTH,0,6,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,N,N,,,W,,,,,EXETER,,N,
604,RICHARDSON MARSH,,RI04398,,,-71.78006166,41.93879626,PROVIDENCE,BURRILLVILLE,KEACH BROOK,,F,,,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,BURRILLVILLE,,N,
605,OLD MILL #1 UPPER,,RI04399,,,-71.72030987,41.60120844,KENT,WEST GREENWICH,FLAT RIVER,,F,,,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,WEST GREENWICH,,N,
606,CARBUNCLE,,RI04400,,,-71.77107993,41.69521804,KENT,COVENTRY,MOOSUP RIVER-TRIB,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,COVENTRY,,N,
607,LINCOLN WOODS CIRCULATION,,RI04401,,,-71.4370718,41.88831354,PROVIDENCE,LINCOLN,THREADMILL BROOK,,O,,MASONRY,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,W,,,,,LINCOLN,,N,
609,SIMMONS #2,,RI04402,,,-71.14510216,41.53855071,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
610,SIMMONS #3,,RI04403,,,-71.14289795,41.53555218,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
611,SIMMONS #4,,RI04404,,,-71.1407829,41.53586733,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
612,SIMMONS #5,,RI04405,,,-71.14209684,41.53438488,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
613,SIMMONS #6,,RI04406,,,-71.14381394,41.53319868,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
614,SIMMONS #7,,RI04407,,,-71.1432628,41.53157324,NEWPORT,LITTLE COMPTON,COLD BROOK,,FR,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,LITTLE COMPTON,,N,
615,RODMAN MILL,,RI04408,,,-71.48667904,41.57304075,WASHINGTON,NORTH KINGSTOWN,ANNAQUATUCKET RIVER,,,,,0,,0,0,0,,,,0,0,0,0,0,,,NA,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,,Y,DS,,,,,NORTH KINGSTONW,,N,
616,CARLS POND,,RI04409,,,-71.448,42.015,PROVIDENCE,CUMBERLAND,BUNGAY BROOK,,,,,0,4,4,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,CRMC,,,,,,,N,
617,SCOTT LOWER,,RI04410,,,-71.42573,41.94619,PROVIDENCE,CUMBERLAND,SCOTT BROOK,,,,,0,6.5,7,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
618,LOUISE POSSE CMU,,RI04411,,,-71.46917,41.98648,PROVIDENCE,CUMBERLAND,BLACKSTONE RIVER-TRIB,,,,,0,1,1,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
619,SCOTT UPPER,,RI04412,,,-71.42771983,41.95192342,PROVIDENCE,CUMBERLAND,SCOTT BROOK,,,,,0,2,3,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
620,RESURRECTION CEMETERY,,RI04413,,,-71.44926,42.00764,PROVIDENCE,CUMBERLAND,BUNGAY BROOK,,,,,0,2,2,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
621,HOLLEY LANE POND,,RI04414,,,-71.47858,42.0037,PROVIDENCE,WOONSOCKET,IRON ROCK BROOK,,,,,0,8,8,0,0,,,,0,0,0,0,0,,,NA,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,,Y,DS,,,,,,,N,
622,PRISCILLA ROAD POND,,RI04415,,,-71.47207,42.01135,PROVIDENCE,WOONSOCKET,IRON ROCK BROOK,,,,,0,2,2,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
623,CASS PARK LOWER,,RI04416,,,-71.4893,42.00517,PROVIDENCE,WOONSOCKET,IRONMINE BROOK,,,,,0,1.5,1.5,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
624,CASS PARK UPPER,,RI04417,,,-71.48706,42.00489,PROVIDENCE,WOONSOCKET,IRONMINE BROOK,,,,,0,8,8,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
625,CCRI UPPER,,RI04418,,,-71.45309,41.89896,PROVIDENCE,LINCOLN,WEST RIVER-TRIB,,,,,0,6,6,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
626,CCRI LOWER,,RI04419,,,-71.45724,41.89583,PROVIDENCE,LINCOLN,WEST RIVER-TRIB,,,,,0,3.5,4,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
627,LINCOLN DOWNS,,RI04420,,,-71.44468,41.88779,PROVIDENCE,LINCOLN,WEST RIVER-TRIB,,,,,0,,0,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
628,GOULDS,,RI04421,,,-71.50314,41.89768,PROVIDENCE,SMITHFIELD,WOONASQUATUCKET RIVER-TRIB,,,,,0,4.5,5,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
629,WOLF HILL ROAD POND,,RI04422,,,-71.51544,41.88554,PROVIDENCE,SMITHFIELD,WOONASQUATUCKET RIVER-TRIB,,,,,0,4.5,5,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
630,SOCIAL PARK POND SECONDARY,,RI04423,,,-71.50914,42.00915,PROVIDENCE,WOONSOCKET,PACHET BROOK,,,,,0,2,2,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
631,BOURGET COURT POND,,RI04424,,,-71.56841,41.97629,PROVIDENCE,NORTH SMITHFIELD,TROUT BROOK,,,,,0,2,2,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
632,KAREN MARIE DRIVE POND,,RI04425,,,-71.58505,41.93759,PROVIDENCE,NORTH SMITHFIELD,RANKIN BROOK,,,,,0,7,7,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
633,LAPHAM,,RI04426,,,-71.64181,41.96573,PROVIDENCE,BURRILLVILLE,BRANCH RIVER-TRIB,,,,,0,6,6,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
634,MERCANTUM FARM POND,,RI04427,,,-71.657,41.92094,PROVIDENCE,BURRILLVILLE,BRANCH RIVER-TRIB,,,,,0,3,3,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
635,LEE DRIVE POND,,RI04428,,,-71.65006,41.90343,PROVIDENCE,GLOCESTER,SPRING GROVE BROOK,,,,,0,3,3,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
636,WHITES POND,,RI04429,,,-71.77401,41.88959,PROVIDENCE,GLOCESTER,CADY BROOK,,,,,0,6.5,6.5,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
637,PONAGANSET SCHOOL POND,,RI04430,,,-71.71156,41.86469,PROVIDENCE,GLOCESTER,HANNAH BROOK,,,,,0,4,4,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
638,KNIBB ROAD POND,,RI04431,,,-71.71608,41.95611,PROVIDENCE,BURRILLVILLE,CLEAR RIVER-TRIB,,,,,0,3,3,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
639,CUCUMBER HILL ROAD,,RI04432,,,-71.78486,41.7722,PROVIDENCE,FOSTER,QUADUCK BROOK-TRIB,,,,,0,5,5,0,0,,,,0,0,0,0,0,,,NA,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
